Census,School Name,Category,Year Level,Students
01 August 2010,Canberra High School,Gov,Year 10,198
01 August 2010,Caroline Chisholm School,Gov,Year 9,95
01 August 2010,Caroline Chisholm School,Gov,Year 6,35
01 August 2010,Caroline Chisholm School,Gov,Year 7,50
01 August 2010,Caroline Chisholm School,Gov,Year 8,88
01 August 2010,Caroline Chisholm School,Gov,Year 5,31
01 August 2010,Caroline Chisholm School,Gov,Preschool,33
01 August 2010,Caroline Chisholm School,Gov,Year 10,102
01 August 2010,Caroline Chisholm School,Gov,Year 1,19
01 August 2010,Caroline Chisholm School,Gov,Kindergarten,26
01 August 2010,Caroline Chisholm School,Gov,Year 4,27
01 August 2010,Caroline Chisholm School,Gov,Year 2,27
01 August 2010,Caroline Chisholm School,Gov,Year 3,28
01 August 2010,Chapman Primary School,Gov,Year 5,58
01 August 2010,Chapman Primary School,Gov,Year 6,54
01 August 2010,Chapman Primary School,Gov,Preschool,94
01 August 2010,Chapman Primary School,Gov,Kindergarten,80
01 August 2010,Chapman Primary School,Gov,Year 1,72
01 August 2010,Chapman Primary School,Gov,Year 2,64
01 August 2010,Chapman Primary School,Gov,Year 3,70
01 August 2010,Chapman Primary School,Gov,Year 4,62
01 August 2010,Charles Conder Primary School,Gov,Year 6,64
01 August 2010,Charles Conder Primary School,Gov,Year 5,47
01 August 2010,Charles Conder Primary School,Gov,Preschool,104
01 August 2010,Charles Conder Primary School,Gov,Kindergarten,45
01 August 2010,Charles Conder Primary School,Gov,Year 1,63
01 August 2010,Charles Conder Primary School,Gov,Year 3,49
01 August 2010,Charles Conder Primary School,Gov,Year 2,34
01 August 2010,Charles Conder Primary School,Gov,Year 4,43
01 August 2010,Charnwood-Dunlop School,Gov,Year 5,21
01 August 2010,Charnwood-Dunlop School,Gov,Year 6,37
01 August 2010,Charnwood-Dunlop School,Gov,Preschool,87
01 August 2010,Charnwood-Dunlop School,Gov,Year 1,52
01 August 2010,Charnwood-Dunlop School,Gov,Kindergarten,41
01 August 2010,Charnwood-Dunlop School,Gov,Year 4,26
01 August 2010,Charnwood-Dunlop School,Gov,Year 2,47
01 August 2010,Charnwood-Dunlop School,Gov,Year 3,32
01 August 2010,Cranleigh School,Gov,Year 5,5
01 August 2010,Cranleigh School,Gov,Year 6,4
01 August 2010,Cranleigh School,Gov,Kindergarten,5
01 August 2010,Cranleigh School,Gov,Year 1,5
01 August 2010,Cranleigh School,Gov,Preschool,46
01 August 2010,Cranleigh School,Gov,Year 4,8
01 August 2010,Cranleigh School,Gov,Year 3,9
01 August 2010,Cranleigh School,Gov,Year 2,8
01 August 2010,Curtin Primary School,Gov,Year 6,49
01 August 2010,Curtin Primary School,Gov,Year 5,60
01 August 2010,Curtin Primary School,Gov,Kindergarten,55
01 August 2010,Curtin Primary School,Gov,Year 1,39
01 August 2010,Curtin Primary School,Gov,Preschool,73
01 August 2010,Curtin Primary School,Gov,Year 4,55
01 August 2010,Curtin Primary School,Gov,Year 2,67
01 August 2010,Curtin Primary School,Gov,Year 3,55
01 August 2010,Dickson College,Gov,Year 12,304
01 August 2010,Dickson College,Gov,Year 11,362
01 August 2010,Dickson College (Central) Connect 10,Gov,Year 9,2
01 August 2010,Dickson College (Central) Connect 10,Gov,Year 10,13
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 9,9
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 7,10
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 8,14
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 10,9
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 12,3
01 August 2010,Dickson College (Secondary) IEC,Gov,Year 11,8
01 August 2010,Duffy Primary School,Gov,Year 5,29
01 August 2010,Duffy Primary School,Gov,Year 6,18
01 August 2010,Duffy Primary School,Gov,Year 1,36
01 August 2010,Duffy Primary School,Gov,Preschool,46
01 August 2010,Duffy Primary School,Gov,Kindergarten,36
01 August 2010,Duffy Primary School,Gov,Year 2,36
01 August 2010,Duffy Primary School,Gov,Year 4,42
01 August 2010,Duffy Primary School,Gov,Year 3,25
01 August 2010,Erindale College,Gov,Year 12,324
01 August 2010,Erindale College,Gov,Year 11,310
01 August 2010,Evatt Primary School,Gov,Year 6,48
01 August 2010,Evatt Primary School,Gov,Year 5,28
01 August 2010,Evatt Primary School,Gov,Preschool,50
01 August 2010,Evatt Primary School,Gov,Year 1,42
01 August 2010,Evatt Primary School,Gov,Kindergarten,42
01 August 2010,Evatt Primary School,Gov,Year 2,40
01 August 2010,Evatt Primary School,Gov,Year 4,50
01 August 2010,Evatt Primary School,Gov,Year 3,51
01 August 2010,Fadden Primary School,Gov,Year 5,43
01 August 2010,Fadden Primary School,Gov,Year 6,41
01 August 2010,Fadden Primary School,Gov,Kindergarten,43
01 August 2010,Fadden Primary School,Gov,Year 1,35
01 August 2010,Fadden Primary School,Gov,Preschool,47
01 August 2010,Fadden Primary School,Gov,Year 4,39
01 August 2010,Fadden Primary School,Gov,Year 2,42
01 August 2010,Fadden Primary School,Gov,Year 3,33
01 August 2010,Farrer Primary School,Gov,Year 6,37
01 August 2010,Farrer Primary School,Gov,Year 5,41
01 August 2010,Farrer Primary School,Gov,Year 1,39
01 August 2010,Farrer Primary School,Gov,Kindergarten,31
01 August 2010,Farrer Primary School,Gov,Preschool,50
01 August 2010,Farrer Primary School,Gov,Year 3,40
01 August 2010,Farrer Primary School,Gov,Year 4,52
01 August 2010,Farrer Primary School,Gov,Year 2,34
01 August 2010,Florey Primary School,Gov,Year 5,45
01 August 2010,Florey Primary School,Gov,Year 6,46
01 August 2010,Florey Primary School,Gov,Preschool,93
01 August 2010,Florey Primary School,Gov,Year 1,49
01 August 2010,Florey Primary School,Gov,Kindergarten,62
01 August 2010,Florey Primary School,Gov,Year 3,36
01 August 2010,Florey Primary School,Gov,Year 2,42
01 August 2010,Florey Primary School,Gov,Year 4,56
01 August 2010,Forrest Primary School,Gov,Year 5,62
01 August 2010,Forrest Primary School,Gov,Year 6,65
01 August 2010,Forrest Primary School,Gov,Preschool,36
01 August 2010,Forrest Primary School,Gov,Year 1,48
01 August 2010,Forrest Primary School,Gov,Kindergarten,58
01 August 2010,Forrest Primary School,Gov,Year 4,65
01 August 2010,Forrest Primary School,Gov,Year 3,58
01 August 2010,Forrest Primary School,Gov,Year 2,63
01 August 2010,Fraser Primary School,Gov,Year 6,54
01 August 2010,Fraser Primary School,Gov,Year 5,56
01 August 2010,Fraser Primary School,Gov,Preschool,72
01 August 2010,Fraser Primary School,Gov,Kindergarten,48
01 August 2010,Fraser Primary School,Gov,Year 1,52
01 August 2010,Fraser Primary School,Gov,Year 3,67
01 August 2010,Fraser Primary School,Gov,Year 2,54
01 August 2010,Fraser Primary School,Gov,Year 4,41
01 August 2010,Garran Primary School,Gov,Year 5,53
01 August 2010,Garran Primary School,Gov,Year 6,83
01 August 2010,Garran Primary School,Gov,Preschool,49
01 August 2010,Garran Primary School,Gov,Kindergarten,62
01 August 2010,Garran Primary School,Gov,Year 1,79
01 August 2010,Garran Primary School,Gov,Year 3,72
01 August 2010,Garran Primary School,Gov,Year 2,73
01 August 2010,Garran Primary School,Gov,Year 4,62
01 August 2010,Gilmore Primary School,Gov,Year 5,30
01 August 2010,Gilmore Primary School,Gov,Year 6,30
01 August 2010,Gilmore Primary School,Gov,Preschool,51
01 August 2010,Gilmore Primary School,Gov,Year 1,32
01 August 2010,Gilmore Primary School,Gov,Kindergarten,23
01 August 2010,Gilmore Primary School,Gov,Year 4,33
01 August 2010,Gilmore Primary School,Gov,Year 3,24
01 August 2010,Gilmore Primary School,Gov,Year 2,29
01 August 2010,Giralang Primary School,Gov,Year 6,15
01 August 2010,Giralang Primary School,Gov,Year 5,21
01 August 2010,Giralang Primary School,Gov,Kindergarten,23
01 August 2010,Giralang Primary School,Gov,Year 1,27
01 August 2010,Giralang Primary School,Gov,Preschool,39
01 August 2010,Giralang Primary School,Gov,Year 4,16
01 August 2010,Giralang Primary School,Gov,Year 2,21
01 August 2010,Giralang Primary School,Gov,Year 3,13
01 August 2010,Gold Creek School,Gov,Year 8,152
01 August 2010,Gold Creek School,Gov,Year 6,94
01 August 2010,Gold Creek School,Gov,Year 5,65
01 August 2010,Gold Creek School,Gov,Year 7,159
01 August 2010,Gold Creek School,Gov,Year 9,142
01 August 2010,Gold Creek School,Gov,Year 10,143
01 August 2010,Gold Creek School,Gov,Year 1,48
01 August 2010,Gold Creek School,Gov,Kindergarten,47
01 August 2010,Gold Creek School,Gov,Preschool,130
01 August 2010,Gold Creek School,Gov,Year 2,48
01 August 2010,Gold Creek School,Gov,Year 3,63
01 August 2010,Gold Creek School,Gov,Year 4,65
01 August 2010,Gordon Primary School,Gov,Year 5,56
01 August 2010,Gordon Primary School,Gov,Year 6,69
01 August 2010,Gordon Primary School,Gov,Preschool,124
01 August 2010,Gordon Primary School,Gov,Year 1,55
01 August 2010,Gordon Primary School,Gov,Kindergarten,51
01 August 2010,Gordon Primary School,Gov,Year 4,54
01 August 2010,Gordon Primary School,Gov,Year 2,35
01 August 2010,Gordon Primary School,Gov,Year 3,47
01 August 2010,Gowrie Primary School,Gov,Year 5,32
01 August 2010,Gowrie Primary School,Gov,Year 6,26
01 August 2010,Gowrie Primary School,Gov,Year 1,22
01 August 2010,Gowrie Primary School,Gov,Kindergarten,29
01 August 2010,Gowrie Primary School,Gov,Preschool,46
01 August 2010,Gowrie Primary School,Gov,Year 4,31
01 August 2010,Gowrie Primary School,Gov,Year 3,18
01 August 2010,Gowrie Primary School,Gov,Year 2,32
01 August 2010,Harrison School,Gov,Year 5,66
01 August 2010,Harrison School,Gov,Year 6,48
01 August 2010,Harrison School,Gov,Year 1,119
01 August 2010,Harrison School,Gov,Kindergarten,106
01 August 2010,Harrison School,Gov,Preschool,147
01 August 2010,Harrison School,Gov,Year 3,73
01 August 2010,Harrison School,Gov,Year 2,88
01 August 2010,Harrison School,Gov,Year 4,72
01 August 2010,Hawker College,Gov,Year 12,321
01 August 2010,Hawker College,Gov,Year 11,381
01 August 2010,Hawker Primary School,Gov,Year 5,37
01 August 2010,Hawker Primary School,Gov,Year 6,36
01 August 2010,Hawker Primary School,Gov,Year 1,40
01 August 2010,Hawker Primary School,Gov,Preschool,44
01 August 2010,Hawker Primary School,Gov,Kindergarten,40
01 August 2010,Hawker Primary School,Gov,Year 4,29
01 August 2010,Hawker Primary School,Gov,Year 2,28
01 August 2010,Hawker Primary School,Gov,Year 3,51
01 August 2010,Hughes Primary School,Gov,Year 5,30
01 August 2010,Hughes Primary School,Gov,Year 6,30
01 August 2010,Hughes Primary School,Gov,Year 1,41
01 August 2010,Hughes Primary School,Gov,Kindergarten,29
01 August 2010,Hughes Primary School,Gov,Preschool,41
01 August 2010,Hughes Primary School,Gov,Year 2,25
01 August 2010,Hughes Primary School,Gov,Year 3,32
01 August 2010,Hughes Primary School,Gov,Year 4,34
01 August 2010,Hughes Primary School IEC,Gov,Year 5,3
01 August 2010,Hughes Primary School IEC,Gov,Year 6,2
01 August 2010,Hughes Primary School IEC,Gov,Kindergarten,23
01 August 2010,Hughes Primary School IEC,Gov,Year 1,5
01 August 2010,Hughes Primary School IEC,Gov,Year 2,8
01 August 2010,Hughes Primary School IEC,Gov,Year 4,5
01 August 2010,Hughes Primary School IEC,Gov,Year 3,5
01 August 2010,Isabella Plains Early Childhood School,Gov,Year 1,17
01 August 2010,Isabella Plains Early Childhood School,Gov,Preschool,76
01 August 2010,Isabella Plains Early Childhood School,Gov,Kindergarten,33
01 August 2010,Isabella Plains Early Childhood School,Gov,Year 2,6
01 August 2010,Jervis Bay Primary School,Gov,Year 6,9
01 August 2010,Jervis Bay Primary School,Gov,Year 5,9
01 August 2010,Jervis Bay Primary School,Gov,Year 1,10
01 August 2010,Jervis Bay Primary School,Gov,Preschool,26
01 August 2010,Jervis Bay Primary School,Gov,Kindergarten,6
01 August 2010,Jervis Bay Primary School,Gov,Year 3,6
01 August 2010,Jervis Bay Primary School,Gov,Year 2,11
01 August 2010,Jervis Bay Primary School,Gov,Year 4,13
01 August 2010,University of Canberra High School Kaleen,Gov,Year 9,56
01 August 2010,University of Canberra High School Kaleen,Gov,Year 8,56
01 August 2010,University of Canberra High School Kaleen,Gov,Year 7,40
01 August 2010,University of Canberra High School Kaleen,Gov,Year 10,64
01 August 2010,Kaleen Primary School,Gov,Year 5,72
01 August 2010,Kaleen Primary School,Gov,Year 6,63
01 August 2010,Kaleen Primary School,Gov,Year 1,48
01 August 2010,Kaleen Primary School,Gov,Preschool,69
01 August 2010,Kaleen Primary School,Gov,Kindergarten,62
01 August 2010,Kaleen Primary School,Gov,Year 3,67
01 August 2010,Kaleen Primary School,Gov,Year 4,71
01 August 2010,Kaleen Primary School,Gov,Year 2,71
01 August 2010,Kingsford Smith School,Gov,Year 8,109
01 August 2010,Kingsford Smith School,Gov,Year 6,77
01 August 2010,Kingsford Smith School,Gov,Year 7,129
01 August 2010,Kingsford Smith School,Gov,Year 5,64
01 August 2010,Kingsford Smith School,Gov,Kindergarten,79
01 August 2010,Kingsford Smith School,Gov,Preschool,93
01 August 2010,Kingsford Smith School,Gov,Year 1,74
01 August 2010,Kingsford Smith School,Gov,Year 4,68
01 August 2010,Kingsford Smith School,Gov,Year 3,73
01 August 2010,Kingsford Smith School,Gov,Year 2,51
01 August 2010,Kingsford Smith School (Holt) Koori Program,Gov,Preschool,7
01 August 2010,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 11,374
01 August 2010,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 12,364
01 August 2010,University of Canberra Senior Secondary College Lake Ginninderra (Northern) Connect 10,Gov,Year 9,4
01 August 2010,University of Canberra Senior Secondary College Lake Ginninderra (Northern) Connect 10,Gov,Year 10,16
01 August 2010,Lake Tuggeranong College,Gov,Year 12,369
01 August 2010,Lake Tuggeranong College,Gov,Year 11,391
01 August 2010,Lake Tuggeranong College (Southern) Connect 10,Gov,Year 9,3
01 August 2010,Lake Tuggeranong College (Southern) Connect 10,Gov,Year 10,13
01 August 2010,Lanyon High School,Gov,Year 7,150
01 August 2010,Lanyon High School,Gov,Year 9,148
01 August 2010,Lanyon High School,Gov,Year 8,142
01 August 2010,Lanyon High School,Gov,Year 10,186
01 August 2010,Latham Primary School,Gov,Year 5,33
01 August 2010,Latham Primary School,Gov,Year 6,38
01 August 2010,Latham Primary School,Gov,Preschool,47
01 August 2010,Latham Primary School,Gov,Kindergarten,35
01 August 2010,Latham Primary School,Gov,Year 1,33
01 August 2010,Latham Primary School,Gov,Year 3,34
01 August 2010,Latham Primary School,Gov,Year 2,39
01 August 2010,Latham Primary School,Gov,Year 4,31
01 August 2010,Lyneham High School,Gov,Year 9,256
01 August 2010,Lyneham High School,Gov,Year 7,258
01 August 2010,Lyneham High School,Gov,Year 8,251
01 August 2010,Lyneham High School,Gov,Year 10,265
01 August 2010,Lyneham Primary School,Gov,Year 5,61
01 August 2010,Lyneham Primary School,Gov,Year 6,55
01 August 2010,Lyneham Primary School,Gov,Preschool,70
01 August 2010,Lyneham Primary School,Gov,Kindergarten,38
01 August 2010,Lyneham Primary School,Gov,Year 1,51
01 August 2010,Lyneham Primary School,Gov,Year 4,58
01 August 2010,Lyneham Primary School,Gov,Year 2,41
01 August 2010,Lyneham Primary School,Gov,Year 3,58
01 August 2010,Lyons Early Childhood School,Gov,Preschool,53
01 August 2010,Lyons Early Childhood School,Gov,Kindergarten,10
01 August 2010,Lyons Early Childhood School,Gov,Year 1,6
01 August 2010,Lyons Early Childhood School,Gov,Year 2,1
01 August 2010,Macgregor Primary School,Gov,Year 6,43
01 August 2010,Macgregor Primary School,Gov,Year 5,40
01 August 2010,Macgregor Primary School,Gov,Kindergarten,59
01 August 2010,Macgregor Primary School,Gov,Preschool,73
01 August 2010,Macgregor Primary School,Gov,Year 1,38
01 August 2010,Macgregor Primary School,Gov,Year 2,54
01 August 2010,Macgregor Primary School,Gov,Year 4,43
01 August 2010,Macgregor Primary School,Gov,Year 3,47
01 August 2010,Macquarie Primary School,Gov,Year 6,37
01 August 2010,Macquarie Primary School,Gov,Year 5,30
01 August 2010,Macquarie Primary School,Gov,Year 1,39
01 August 2010,Macquarie Primary School,Gov,Preschool,43
01 August 2010,Macquarie Primary School,Gov,Kindergarten,37
01 August 2010,Macquarie Primary School,Gov,Year 2,33
01 August 2010,Macquarie Primary School,Gov,Year 3,26
01 August 2010,Macquarie Primary School,Gov,Year 4,47
01 August 2010,Majura Primary School,Gov,Year 5,40
01 August 2010,Majura Primary School,Gov,Year 6,48
01 August 2010,Majura Primary School,Gov,Kindergarten,78
01 August 2010,Majura Primary School,Gov,Year 1,77
01 August 2010,Majura Primary School,Gov,Preschool,83
01 August 2010,Majura Primary School,Gov,Year 3,62
01 August 2010,Majura Primary School,Gov,Year 2,67
01 August 2010,Majura Primary School,Gov,Year 4,64
01 August 2010,Malkara School,Gov,Year 5,13
01 August 2010,Malkara School,Gov,Year 6,7
01 August 2010,Malkara School,Gov,Kindergarten,12
01 August 2010,Malkara School,Gov,Preschool,32
01 August 2010,Malkara School,Gov,Year 1,9
01 August 2010,Malkara School,Gov,Year 3,8
01 August 2010,Malkara School,Gov,Year 4,11
01 August 2010,Malkara School,Gov,Year 2,4
01 August 2010,Maribyrnong Primary School,Gov,Year 6,35
01 August 2010,Maribyrnong Primary School,Gov,Year 5,29
01 August 2010,Maribyrnong Primary School,Gov,Year 1,34
01 August 2010,Maribyrnong Primary School,Gov,Preschool,25
01 August 2010,Maribyrnong Primary School,Gov,Kindergarten,27
01 August 2010,Maribyrnong Primary School,Gov,Year 3,25
01 August 2010,Maribyrnong Primary School,Gov,Year 4,38
01 August 2010,Maribyrnong Primary School,Gov,Year 2,32
01 August 2010,Mawson Primary School,Gov,Year 6,22
01 August 2010,Mawson Primary School,Gov,Year 5,22
01 August 2010,Mawson Primary School,Gov,Preschool,42
01 August 2010,Mawson Primary School,Gov,Kindergarten,20
01 August 2010,Mawson Primary School,Gov,Year 1,27
01 August 2010,Mawson Primary School,Gov,Year 3,17
01 August 2010,Mawson Primary School,Gov,Year 2,25
01 August 2010,Mawson Primary School,Gov,Year 4,23
01 August 2010,Melba Copland Secondary School,Gov,Year 8,129
01 August 2010,Melba Copland Secondary School,Gov,Year 7,130
01 August 2010,Melba Copland Secondary School,Gov,Year 9,202
01 August 2010,Melba Copland Secondary School,Gov,Year 10,177
01 August 2010,Melba Copland Secondary School,Gov,Year 11,196
01 August 2010,Melba Copland Secondary School,Gov,Year 12,118
01 August 2010,Melrose High School,Gov,Year 8,200
01 August 2010,Melrose High School,Gov,Year 7,207
01 August 2010,Melrose High School,Gov,Year 9,191
01 August 2010,Melrose High School,Gov,Year 10,219
01 August 2010,Miles Franklin Primary School,Gov,Year 5,37
01 August 2010,Miles Franklin Primary School,Gov,Year 6,51
01 August 2010,Miles Franklin Primary School,Gov,Preschool,74
01 August 2010,Miles Franklin Primary School,Gov,Year 1,54
01 August 2010,Miles Franklin Primary School,Gov,Kindergarten,54
01 August 2010,Miles Franklin Primary School,Gov,Year 4,58
01 August 2010,Miles Franklin Primary School,Gov,Year 2,42
01 August 2010,Miles Franklin Primary School,Gov,Year 3,63
01 August 2010,Monash Primary School,Gov,Year 5,52
01 August 2010,Monash Primary School,Gov,Year 6,61
01 August 2010,Monash Primary School,Gov,Preschool,78
01 August 2010,Monash Primary School,Gov,Kindergarten,52
01 August 2010,Monash Primary School,Gov,Year 1,66
01 August 2010,Monash Primary School,Gov,Year 4,59
01 August 2010,Monash Primary School,Gov,Year 2,51
01 August 2010,Monash Primary School,Gov,Year 3,51
01 August 2010,Mount Rogers Primary School,Gov,Year 5,24
01 August 2010,Mount Rogers Primary School,Gov,Year 6,31
01 August 2010,Mount Rogers Primary School,Gov,Preschool,93
01 August 2010,Mount Rogers Primary School,Gov,Year 1,41
01 August 2010,Mount Rogers Primary School,Gov,Kindergarten,36
01 August 2010,Mount Rogers Primary School,Gov,Year 2,24
01 August 2010,Mount Rogers Primary School,Gov,Year 3,24
01 August 2010,Mount Rogers Primary School,Gov,Year 4,28
01 August 2010,Narrabundah College,Gov,Mature,1
01 August 2010,Narrabundah College,Gov,Year 11,479
01 August 2010,Narrabundah College,Gov,Year 12,441
01 August 2010,Narrabundah Early Childhood School,Gov,Kindergarten,20
01 August 2010,Narrabundah Early Childhood School,Gov,Year 1,14
01 August 2010,Narrabundah Early Childhood School,Gov,Preschool,69
01 August 2010,Narrabundah Early Childhood School,Gov,Year 2,5
01 August 2010,Narrabundah Early Childhood School Koori Program,Gov,Preschool,16
01 August 2010,Ngunnawal Primary School,Gov,Year 5,69
01 August 2010,Ngunnawal Primary School,Gov,Year 6,33
01 August 2010,Ngunnawal Primary School,Gov,Preschool,107
01 August 2010,Ngunnawal Primary School,Gov,Year 1,83
01 August 2010,Ngunnawal Primary School,Gov,Kindergarten,70
01 August 2010,Ngunnawal Primary School,Gov,Year 2,64
01 August 2010,Ngunnawal Primary School,Gov,Year 3,48
01 August 2010,Ngunnawal Primary School,Gov,Year 4,66
01 August 2010,Ngunnawal Primary School Koori Program,Gov,Preschool,13
01 August 2010,North Ainslie Primary School,Gov,Year 5,36
01 August 2010,North Ainslie Primary School,Gov,Year 6,38
01 August 2010,North Ainslie Primary School,Gov,Preschool,63
01 August 2010,North Ainslie Primary School,Gov,Year 1,36
01 August 2010,North Ainslie Primary School,Gov,Kindergarten,39
01 August 2010,North Ainslie Primary School,Gov,Year 2,34
01 August 2010,North Ainslie Primary School,Gov,Year 4,33
01 August 2010,North Ainslie Primary School,Gov,Year 3,37
01 August 2010,North Ainslie Primary School IEC,Gov,Year 5,6
01 August 2010,North Ainslie Primary School IEC,Gov,Year 6,5
01 August 2010,North Ainslie Primary School IEC,Gov,Year 1,10
01 August 2010,North Ainslie Primary School IEC,Gov,Kindergarten,27
01 August 2010,North Ainslie Primary School IEC,Gov,Year 2,16
01 August 2010,North Ainslie Primary School IEC,Gov,Year 4,11
01 August 2010,North Ainslie Primary School IEC,Gov,Year 3,8
01 August 2010,O'Connor Cooperative School,Gov,Preschool,24
01 August 2010,O'Connor Cooperative School,Gov,Kindergarten,20
01 August 2010,O'Connor Cooperative School,Gov,Year 1,22
01 August 2010,O'Connor Cooperative School,Gov,Year 2,16
01 August 2010,Palmerston District Primary School,Gov,Year 5,51
01 August 2010,Palmerston District Primary School,Gov,Year 6,45
01 August 2010,Palmerston District Primary School,Gov,Preschool,85
01 August 2010,Palmerston District Primary School,Gov,Kindergarten,55
01 August 2010,Palmerston District Primary School,Gov,Year 1,57
01 August 2010,Palmerston District Primary School,Gov,Year 4,59
01 August 2010,Palmerston District Primary School,Gov,Year 2,51
01 August 2010,Palmerston District Primary School,Gov,Year 3,52
01 August 2010,Red Hill Primary School,Gov,Year 6,80
01 August 2010,Red Hill Primary School,Gov,Year 5,87
01 August 2010,Red Hill Primary School,Gov,Year 1,85
01 August 2010,Red Hill Primary School,Gov,Preschool,89
01 August 2010,Red Hill Primary School,Gov,Kindergarten,86
01 August 2010,Red Hill Primary School,Gov,Year 4,79
01 August 2010,Red Hill Primary School,Gov,Year 3,90
01 August 2010,Red Hill Primary School,Gov,Year 2,85
01 August 2010,Richardson Primary School,Gov,Year 6,29
01 August 2010,Richardson Primary School,Gov,Year 5,38
01 August 2010,Richardson Primary School,Gov,Kindergarten,27
01 August 2010,Richardson Primary School,Gov,Year 1,22
01 August 2010,Richardson Primary School,Gov,Preschool,37
01 August 2010,Richardson Primary School,Gov,Year 2,26
01 August 2010,Richardson Primary School,Gov,Year 3,20
01 August 2010,Richardson Primary School,Gov,Year 4,25
01 August 2010,Southern Cross Early Childhood School,Gov,Kindergarten,25
01 August 2010,Southern Cross Early Childhood School,Gov,Year 1,11
01 August 2010,Southern Cross Early Childhood School,Gov,Preschool,68
01 August 2010,Southern Cross Early Childhood School,Gov,Year 2,10
01 August 2010,Stromlo High School,Gov,Year 9,190
01 August 2010,Stromlo High School,Gov,Year 6,28
01 August 2010,Stromlo High School,Gov,Year 8,156
01 August 2010,Stromlo High School,Gov,Year 7,173
01 August 2010,Stromlo High School,Gov,Year 10,148
01 August 2010,Taylor Primary School,Gov,Year 6,33
01 August 2010,Taylor Primary School,Gov,Year 5,16
01 August 2010,Taylor Primary School,Gov,Preschool,65
01 August 2010,Taylor Primary School,Gov,Year 1,35
01 August 2010,Taylor Primary School,Gov,Kindergarten,30
01 August 2010,Taylor Primary School,Gov,Year 4,25
01 August 2010,Taylor Primary School,Gov,Year 2,32
01 August 2010,Taylor Primary School,Gov,Year 3,28
01 August 2010,Telopea Park School,Gov,Year 6,57
01 August 2010,Telopea Park School,Gov,Year 5,62
01 August 2010,Telopea Park School,Gov,Year 8,195
01 August 2010,Telopea Park School,Gov,Year 7,157
01 August 2010,Telopea Park School,Gov,Year 9,176
01 August 2010,Telopea Park School,Gov,Kindergarten,63
01 August 2010,Telopea Park School,Gov,Year 1,62
01 August 2010,Telopea Park School,Gov,Year 10,183
01 August 2010,Telopea Park School,Gov,Year 3,64
01 August 2010,Telopea Park School,Gov,Year 4,56
01 August 2010,Telopea Park School,Gov,Year 2,52
01 August 2010,"Canberra College, The",Gov,Mature,3
01 August 2010,"Canberra College, The",Gov,Year 12,416
01 August 2010,"Canberra College, The",Gov,Year 11,467
01 August 2010,"Woden School, The",Gov,Year 8,16
01 August 2010,"Woden School, The",Gov,Year 9,10
01 August 2010,"Woden School, The",Gov,Year 7,15
01 August 2010,"Woden School, The",Gov,Year 10,34
01 August 2010,Theodore Primary School,Gov,Year 6,42
01 August 2010,Theodore Primary School,Gov,Year 5,46
01 August 2010,Theodore Primary School,Gov,Year 1,32
01 August 2010,Theodore Primary School,Gov,Preschool,44
01 August 2010,Theodore Primary School,Gov,Kindergarten,38
01 August 2010,Theodore Primary School,Gov,Year 2,33
01 August 2010,Theodore Primary School,Gov,Year 3,34
01 August 2010,Theodore Primary School,Gov,Year 4,43
01 August 2010,Torrens Primary School,Gov,Year 6,58
01 August 2010,Torrens Primary School,Gov,Year 5,53
01 August 2010,Torrens Primary School,Gov,Preschool,80
01 August 2010,Torrens Primary School,Gov,Kindergarten,54
01 August 2010,Torrens Primary School,Gov,Year 1,62
01 August 2010,Torrens Primary School,Gov,Year 3,54
01 August 2010,Torrens Primary School,Gov,Year 4,64
01 August 2010,Torrens Primary School,Gov,Year 2,58
01 August 2010,Turner School,Gov,Year 5,73
01 August 2010,Turner School,Gov,Year 6,72
01 August 2010,Turner School,Gov,Kindergarten,58
01 August 2010,Turner School,Gov,Year 1,68
01 August 2010,Turner School,Gov,Preschool,101
01 August 2010,Turner School,Gov,Year 3,75
01 August 2010,Turner School,Gov,Year 4,66
01 August 2010,Turner School,Gov,Year 2,51
01 August 2010,Urambi Primary School,Gov,Year 5,38
01 August 2010,Urambi Primary School,Gov,Year 6,30
01 August 2010,Urambi Primary School,Gov,Preschool,87
01 August 2010,Urambi Primary School,Gov,Kindergarten,39
01 August 2010,Urambi Primary School,Gov,Year 1,33
01 August 2010,Urambi Primary School,Gov,Year 4,35
01 August 2010,Urambi Primary School,Gov,Year 3,33
01 August 2010,Urambi Primary School,Gov,Year 2,38
01 August 2010,Wanniassa Hills Primary School,Gov,Year 5,49
01 August 2010,Wanniassa Hills Primary School,Gov,Year 6,54
01 August 2010,Wanniassa Hills Primary School,Gov,Preschool,82
01 August 2010,Wanniassa Hills Primary School,Gov,Kindergarten,53
01 August 2010,Wanniassa Hills Primary School,Gov,Year 1,51
01 August 2010,Wanniassa Hills Primary School,Gov,Year 3,39
01 August 2010,Wanniassa Hills Primary School,Gov,Year 4,59
01 August 2010,Wanniassa Hills Primary School,Gov,Year 2,54
01 August 2010,Wanniassa School,Gov,Year 6,37
